ime planinske točke,pot,zahtevnost 
Vrh Dlani,Ski hotel Vogel - Vrh Dlani,lahka neoznačena steza
Vrh Grubje,Rifugio Gilberti - Vrh Grubje,lahko brezpotje
Vrh Hribaric,Koča pri Savici - Vrh Hribaric,zahtevna označena pot
Vrh Hribaric,Planina Blato - Vrh Hribaric (čez Planino Krstenico in po Dolini za Debelim vrhom),lahko brezpotje
Vrh Hribaric,Planina Blato - Vrh Hribaric (čez Planino v Lazu in po Dolini za Debelim vrhom),lahko brezpotje
Vrh Hribaric,Zadnjica - Vrh Hribaric (čez Dolič),lahko brezpotje
Vrh Korena,Dom na Gospincu - Vrh Korena (čez Dolgo njivo),lahka označena pot
Vrh Korena,Dom na Gospincu - Vrh Korena (čez Zvoh),zahtevna označena pot
Vrh Korena,Kokra (Podlebelca) - Vrh Korena,delno zahtevna označena pot
Vrh Korena,Kokra (Roblek) - Vrh Korena,delno zahtevna označena pot
Vrh Korena,Kriška planina - Vrh Korena (čez Zvoh),zahtevna označena pot
Vrh Korena,Kriška planina - Vrh Korena (čez planino Koren),lahka označena pot
Vrh Korena,Markova raven - Vrh Korena (po označeni poti),lahka označena pot
Vrh Korena,Planina Jezerca - Vrh Korena (mimo Doma na Krvavcu),zahtevna označena pot
Vrh Korena,Planina Jezerca - Vrh Korena (čez planino Koren),lahka označena pot
Vrh Krnega dola / Monte Cregnedul,Nevejski preval / Sella Nevea - Vrh Krnega dola / Monte Cregnedul (neoznačena mulatjera),delno zahtevna neoznačena pot
Vrh Krnic,Planina Kuk - Vrh Krnic (čez Vogel),lahka označena pot
Vrh Krnic,Ski hotel Vogel - Vrh Krnic (mimo zgornje postaje sedežnice Zadnji Vogel),lahka neoznačena steza
Vrh Krnic,Ski hotel Vogel - Vrh Krnic (pod pobočji Orlovih glav),lahka neoznačena steza
Vrh Krnic,Tolminske Ravne - Vrh Krnic (po mulatjeri in čez Globoko),lahka označena pot
Vrh Krnic,Tolminske Ravne - Vrh Krnic (po mulatjeri in čez Vogel),lahka označena pot
Vrh Krnic,Tolminske Ravne - Vrh Krnic (strma pot in čez Globoko),zelo zahtevna označena pot
Vrh Krnic,Tolminske Ravne - Vrh Krnic (strma pot in čez Vogel),zahtevna označena pot
Vrh Krnice,Nevejski preval - Vrh Krnice,zelo zahtevna označena pot
Vrh Leh,Soča - Vrh Leh,lahko brezpotje
Vrh Ljubeljščice (Triangel),Bučan - Vrh Ljubeljščice (Triangel),zelo zahtevna neoznačena steza
Vrh Ljubeljščice (Triangel),Ljubelj - Vrh Ljubeljščice (Triangel),lahka neoznačena steza
Vrh Ljubeljščice (Triangel),Ljubelj - Vrh Ljubeljščice (Triangel) (čez Ljubeljščico),zelo zahtevna neoznačena steza
Vrh Osojnic,D postaja - Vrh Osojnic,zahtevna označena pot
Vrh Osojnic,D postaja - Vrh Osojnic (mimo Doma Petra Skalarja na Kaninu),zahtevna označena pot
Vrh Osojnic,Gozdec - Vrh Osojnic,lahka označena pot
Vrh Ovčje planje,Soča - Vrh Ovčje planje,lahko brezpotje
Vrh Planje,Koča pri Savici - Vrh Planje (čez Kser),delno zahtevna označena pot
Vrh Planje,Koča pri Savici - Vrh Planje (čez sedlo Planja),lahka neoznačena steza
Vrh Planje,Planina Polog - Vrh Planje (čez planino Dobrenjščico),lahko brezpotje
Vrh Planje (nad Globokim),Kneške Ravne - Vrh Planje (nad Globokim),lahka neoznačena steza
Vrh Planje (nad Globokim),Planina Kuk - Vrh Planje (nad Globokim),lahka neoznačena steza
Vrh Planje (nad Globokim),Tolminske Ravne - Vrh Planje (nad Globokim) (po mulatjeri),lahka označena pot
Vrh Planje (nad Globokim),Tolminske Ravne - Vrh Planje (nad Globokim) (strma pot),zahtevna označena pot
Vrh Razora,Planina Zajavornik - Vrh Razora,lahko brezpotje
Vrh Razora,Pri Rupah - Vrh Razora,lahko brezpotje
Vrh Razora,Šport hotel - Vrh Razora,lahko brezpotje
Vrh Snežne konte,Dolina Krma - Vrh Snežne konte,lahko brezpotje
Vrh Snežne konte,Konec ceste na Pokljuki - Vrh Snežne konte,zahtevna označena pot
Vrh Snežne konte,Uskovnica (Razpotje) - Vrh Snežne konte (čez planino Spodnji Tosc),zahtevna označena pot
Vrh nad Peski,Dom v Lepeni - Vrh nad Peski (čez Prag),lahka neoznačena steza
Vrh nad Peski,Koča pri Savici - Vrh nad Peski (čez Prehodce),lahka neoznačena steza
Vrh nad Peski,Krn - Vrh nad Peski (čez planino Sleme),lahka neoznačena steza
Vrh nad Peski,Planina Kuhinja - Vrh nad Peski,lahka neoznačena steza
Vrh nad Peski,Planina Polog - Vrh nad Peski (čez Prehodce),lahka neoznačena steza
Vrh nad Peski,Planina Polog - Vrh nad Peski (čez planino Sleme),lahka neoznačena steza
Vrh nad Vodeno Rupo,Planina Blato - Vrh nad Vodeno Rupo,lahko brezpotje
Vrh nad Škrbino,Kneške Ravne - Vrh nad Škrbino (direktna pot),lahka neoznačena steza
Vrh nad Škrbino,Kneške Ravne - Vrh nad Škrbino (čez Škrbino),lahka neoznačena steza
Vrh nad Škrbino,Koča pri Savici - Vrh nad Škrbino (mimo Doma na Komni in čez Škrbino),zelo zahtevna označena pot
Vrh nad Škrbino,Planina Kuk - Vrh nad Škrbino (direktna pot),delno zahtevna označena pot
Vrh nad Škrbino,Planina Kuk - Vrh nad Škrbino (čez Škrbino),zelo zahtevna označena pot
Vrh nad Škrbino,Ski hotel Vogel - Vrh nad Škrbino,zelo zahtevna označena pot
Vrh nad Škrbino,Ski hotel Vogel - Vrh nad Škrbino (po BPP pod Rušnatim vrhom in po grebenu čez Mejo),zahtevno brezpotje
Vrh nad Škrbino,Ski hotel Vogel - Vrh nad Škrbino (po Bohinjski planinski poti),zelo zahtevna označena pot
Vrh nad Škrbino,Tolminske Ravne - Vrh nad Škrbino (po mulatjeri in direktni poti),delno zahtevna označena pot
Vrh nad Škrbino,Tolminske Ravne - Vrh nad Škrbino (po strmi in direktni poti),zahtevna označena pot
Vrh nad Škrbino,Tolminske Ravne - Vrh nad Škrbino (po strmi poti in čez Škrbino),zelo zahtevna označena pot
Vrh nad Škrbino,Ukanc - Vrh nad Škrbino,lahka neoznačena steza
Vrh Škrli,Koča pri Savici - Vrh Škrli,lahka neoznačena steza
Vrh Škrli,Planina Polog - Vrh Škrli (čez planino Dobrenjščico),lahko brezpotje
Vrhe,Braslovško jezero - Vrhe,lahka neoznačena steza
Vrhe,Kokarje (ŠRC Laze) - Vrhe (mimo Doma na Farbanci),lahka označena pot
Vrhe,Kokarje (ŠRC Laze) - Vrhe (preko Tajne),lahka označena pot
Vrhe,Letuš - Vrhe,lahka neoznačena steza
Vrhe,Potok (Mostni graben) - Vrhe (mimo Doma na Farbanci),lahka označena pot
Vrhe,Žovneško jezero - Vrhe,lahka neoznačena steza
Vrholanov vrh (Ravne pri Šoštanju),REKS - Rekreacijsko kulturno središče Ravne - Vrholanov vrh (Ravne pri Šoštanju) (Ravenska pot),lahka označena pot
Vrtača,Ljubelj - Vrtača,delno zahtevna označena pot
Vrtača,Ljubelj - Vrtača (vzhodni žleb Y),zelo zahtevno brezpotje
Vrtača,Podnar / Bodenbauer - Vrtača,zahtevna označena pot
Vrtača,Podnar / Bodenbauer - Vrtača (čez Karweg),lahka neoznačena steza
Vrtača,Podnar / Bodenbauer - Vrtača (čez melišče),lahko brezpotje
Vrtača,Tinčkova koča  - Vrtača (po SV grebenu),alpinistični vzpon
Vrtača,Tinčkova koča - Vrtača (skozi Zagon),lahka neoznačena steza
Vrtača,Tinčkova koča - Vrtača (čez Malo glavo),zahtevno brezpotje
Vrtača,Tinčkova koča - Vrtača (čez Smuško planino in sedlo Šija),delno zahtevna označena pot
Vrtača,Tinčkova koča - Vrtača (čez smokuško planino in po melišču),lahka neoznačena steza
Vrtača,Trate / Johannsenruhe - Vrtača,delno zahtevna označena pot
Vrtača,Vgriz / Ogris - Vrtača,zahtevna označena pot
Vrtaška planina,Mojstrana - Vrtaška planina,lahka označena pot
Vrtaška planina,Plaz Črlovec - Vrtaška planina,zahtevna neoznačena steza
Vrtaški vrh,Mojstrana - Vrtaški vrh,lahka označena pot
Vrtaški vrh,Mojstrana - Vrtaški vrh (stara pot),lahka neoznačena steza
Vrtaški vrh,Plaz Črlovec - Vrtaški vrh (zgornja pot),delno zahtevna neoznačena pot
Vrtaški vrh,Plaz Črlovec - Vrtaški vrh (čez Vrtaško planino),zahtevna neoznačena steza
Vrtec,Planina Blato - Vrtec (čez planino Dedno polje),lahko brezpotje
Vršaki (Južni vrh),Planina Blato - Vršaki (Južni vrh) (čez Planino Krstenico in po Dolini za Debelim vrhom),lahko brezpotje
Vršaki (Južni vrh),Planina Blato - Vršaki (Južni vrh) (čez Planino v Lazu in po Dolini za Debelim vrhom),lahko brezpotje
Vršaki (Srednji vrh),Planina Blato - Vršaki (Srednji vrh) (čez Planino Krstenico in po Dolini za Debelim vrhom),lahko brezpotje
Vršaki (Srednji vrh),Planina Blato - Vršaki (Srednji vrh) (čez Planino v Lazu in po Dolini za Debelim vrhom),lahko brezpotje
Vršaki (Vrh za Koritami),Planina Blato - Vršaki (Vrh za Koritami) ( čez Planino Krstenico in po Dolini za Debelim vrhom),lahko brezpotje
Vršaki (Vrh za Koritami),Planina Blato - Vršaki (Vrh za Koritami) (čez Planino v Lazu in po Dolini za Debelim vrhom),lahko brezpotje
Vršaki (Vzhodni vrh),Koča pri Savici - Vršaki (Vzhodni vrh),zahtevna označena pot
Vršaki (Vzhodni vrh),Planina Blato - Vršaki (Vzhodni vrh) (čez Planino Krstenico in po Dolini za Debelim vrhom),lahko brezpotje
Vršaki (Vzhodni vrh),Planina Blato - Vršaki (Vzhodni vrh) (čez Planino v Lazu in po Dolini za Debelim vrhom),lahko brezpotje
Vršaki (Vzhodni vrh),Zadnjica - Vršaki (Vzhodni vrh) (čez Dolič),lahko brezpotje
Vrše,Kočna - Vrše (ob smučišču),lahka neoznačena steza
Vrše,Kočna - Vrše (čez senožeti),lahka neoznačena steza
Vršič vrh,Koča na Gozdu - Vršič vrh (po stari cesti),lahka neoznačena steza
Vršič vrh,Koča pri izviru Soče - Vršič vrh,lahka označena pot
Vršič vrh,Tonkina koča na Vršiču - Vršič vrh,lahka označena pot
Vršič vrh,Vršič - Vršič vrh,lahka označena pot
Vršiči,Pred Belo - Vršiči,delno zahtevna označena pot
Zabreška planina,Razpotje Vragovec - Zabreška planina,lahka neoznačena steza
Zabreška planina,Tinčkova koča - Zabreška planina,lahka označena pot
Zadnja Mojstrovka,Vršič - Zadnja Mojstrovka (čez Šitno glavo),zahtevno brezpotje
Zadnja Ponca,Belopeška jezera - Zadnja Ponca,zelo zahtevna označena pot
Zadnja Ponca,Dom v Tamarju - Zadnja Ponca,zelo zahtevna označena pot
Zadnji Vogel,Planina Blato - Zadnji Vogel (snežni pristop),lahko brezpotje
Zadnjiški Ozebnik,Trenta - Zadnjiški Ozebnik,lahka neoznačena steza
Zadnjiški Ozebnik,Zadnjica - Zadnjiški Ozebnik,lahka neoznačena steza
Zajmenove peči,Podljubelj (Lajb) - Zajmenove peči,zahtevno brezpotje
Zajčnik,Grpiče / Korpitch - Zajčnik,lahka označena pot
Zajčnik,Srednji Vrh - Zajčnik,lahka neoznačena steza
Zajčnik,Žužalče / Susalitch - Zajčnik,lahka označena pot
Zapečnikova planina,Kokra (počivališče Kokra-sotočje) - Zapečnikova planina,lahka neoznačena steza
Zapečnikova planina,Možjanca - Zapečnikova planina,lahka neoznačena steza
Zasavska koča na Prehodavcih,Koča pri Savici - Zasavska koča na Prehodavcih,zahtevna označena pot
Zasavska koča na Prehodavcih,Planina Blato - Zasavska koča na Prehodavcih (Za Kopico),lahka označena pot
Zasavska koča na Prehodavcih,Planina Blato - Zasavska koča na Prehodavcih (čez Prode),lahka označena pot
Zasavska koča na Prehodavcih,Planina Blato - Zasavska koča na Prehodavcih (čez Štapce),delno zahtevna označena pot
Zasavska koča na Prehodavcih,Trenta - Zasavska koča na Prehodavcih,lahka označena pot
Zasavska koča na Prehodavcih,Zadnjica - Zasavska koča na Prehodavcih,lahka označena pot
Zasavska koča na Prehodavcih,Zadnjica - Zasavska koča na Prehodavcih (pot Mire Marko Debelakove),zelo zahtevna označena pot
Zavetišče na Biba planini,Lipa - Zavetišče na Biba planini,lahka označena pot
Zavetišče na Biba planini,Okrog pri Motniku - Zavetišče na Biba planini,lahka neoznačena steza
Zavetišče na Biba planini,Češnjice v Tuhinju - Zavetišče na Biba planini (po cesti),lahka označena pot
Zavetišče na Kalu,Dolina - Zavetišče na Kalu,lahka označena pot
Zavetišče na Kalu,Podljubelj - Zavetišče na Kalu,lahka označena pot
Zavetišče na Kalu,Podljubelj - Zavetišče na Kalu (čez Javorje),lahka neoznačena steza
Zavetišče na Kalu,Tržič (Čegelše) - Zavetišče na Kalu,lahka označena pot
Zavetišče na Kalu,Tržič - Zavetišče na Kalu (čez Kamnek),lahka označena pot
Zavetišče na planini Šija,MHE Zali potok - Zavetišče na planini Šija,lahka neoznačena steza
Zavetišče na planini Šija,Matizovec - Zavetišče na planini Šija,lahka označena pot
Zavetišče na planini Šija,Pod Krnico - Zavetišče na planini Šija,lahka označena pot
Zavetišče pod Ponco,Belopeška jezera - Zavetišče pod Ponco,lahka označena pot
Zavetišče pod Špičkom,Bavšica - Zavetišče pod Špičkom,zelo zahtevna označena pot
Zavetišče pod Špičkom,Flori-Zadnja Trenta - Zavetišče pod Špičkom,lahka označena pot
Zavetišče pod Špičkom,Loška Koritnica - Zavetišče pod Špičkom,zelo zahtevna označena pot
Zavetišče pod Špičkom,Vršič - Zavetišče pod Špičkom,lahka označena pot
Zavetišče v Gozdu,Golnik - Zavetišče v Gozdu,lahka označena pot
Zavetišče v Gozdu,Križe - Zavetišče v Gozdu,lahka označena pot
Zavetišče v Gozdu,Senično - Zavetišče v Gozdu (položna pot),lahka neoznačena steza
Zavetišče v Gozdu,Senično - Zavetišče v Gozdu (strma pot),lahka neoznačena steza
Zavetišče v Gozdu,Tržič - Zavetišče v Gozdu,lahka označena pot
Zavetišče v Gozdu,Zalog - Zavetišče v Gozdu,lahka označena pot
Zavetišče v Hudičevem borštu,Mače - Zavetišče v Hudičevem borštu (Mačenska pot),lahka označena pot
Zavetišče v Hudičevem borštu,Mače - Zavetišče v Hudičevem borštu (čez Kozjek),lahka označena pot
Zavetišče v Hudičevem borštu,"Potoče - Zavetišče v Hudičevem borštu (mimo sv. Jakoba, pod Potoško goro in čez Babo)",lahka neoznačena steza
Zavetišče v Hudičevem borštu,Spodnja Kokra - Zavetišče v Hudičevem borštu,lahka označena pot
Zavetišče v Hudičevem borštu,Spodnja Kokra - Zavetišče v Hudičevem borštu (čez Babo),lahka neoznačena steza
Zavitar,Javorje - Zavitar (čez Kratki plaz),lahko brezpotje
Zavitar,Ski hotel Vogel - Zavitar,lahka neoznačena steza
Zbelovski grad,Zbelovo - Zbelovski grad (krožna pot),lahka označena pot
Zbelovski grad,Zbelovo - Zbelovski grad (po cesti),ni podatka
Zbelovski grad,Zbelovo - Zbelovski grad (strma pot),lahka neoznačena steza
Zelenci,Kranjska Gora - Zelenci,lahka označena pot
Zelenci,Okrepčevalnica - Zelenci,lahka označena pot
Zelenci,Rateče - Zelenci,lahka označena pot
Zeleni vrh,Kneške Ravne - Zeleni vrh (čez Škrbino),lahka neoznačena steza
Zeleni vrh,Koča pri Savici - Zeleni vrh (mimo Doma na Komni in čez Škrbino),delno zahtevna označena pot
Zeleni vrh,Planina Kuk - Zeleni vrh,delno zahtevna označena pot
Zeleni vrh,Ski hotel Vogel - Zeleni vrh,delno zahtevna označena pot
Zeleni vrh,Tolminske Ravne - Zeleni vrh (čez planino Razor),zahtevna označena pot
Zeleni vrh,Ukanc - Zeleni vrh,lahka neoznačena steza
Zelenjak,Ljubelj - Zelenjak,zelo zahtevna neoznačena steza
Zelenjak,Tinčkova koča - Zelenjak,zelo zahtevna neoznačena steza
Zelenjak,Tinčkova koča - Zelenjak (skozi Zagon),zelo zahtevna neoznačena steza
Zeleno jezero,Koča pri Savici - Zeleno jezero,zahtevna označena pot
Zeleno jezero,Planina  Blato - Zeleno jezero (čez Štapce),delno zahtevna označena pot
Zeleno jezero,Planina Blato - Zeleno jezero (Za Kopico),lahka označena pot
Zgornje Kriško jezero,Aljažev dom v Vratih - Zgornje Kriško jezero (mimo Pogačnikovega doma),lahka neoznačena steza
Zgornje Kriško jezero,Zadnjica - Zgornje Kriško jezero,lahka neoznačena steza
Zgornje Mangartsko jezero,Ahlete / Aclete - Zgornje Mangartsko jezero,lahka označena pot
Zgornje Mangartsko jezero,MP Rateče - Zgornje Mangartsko jezero,lahka neoznačena steza
Zgornje Mangartsko jezero,Scicchizza - Zgornje Mangartsko jezero,lahka označena pot
Zgornji Goreljek (Pokljuka),Koprivnik v Bohinju - Zgornji Goreljek (Pokljuka) (mimo makete mlina na veter),lahka neoznačena steza
Zgornji Martuljkov slap,Gozd Martuljek - Zgornji Martuljkov slap (ob reki in mimo koče),zahtevna označena pot
Zgornji Martuljkov slap,Gozd Martuljek - Zgornji Martuljkov slap (po kolovozu),zahtevna označena pot
Časov vrh,Mislinja - Časov vrh,lahka označena pot
Čelo,Konec ceste na Vogar - Čelo (čez Prode),lahko brezpotje
Čelo,Konec ceste na Vogar - Čelo (čez Štapce),delno zahtevna označena pot
Čelo,Koča pri Savici - Čelo,lahko brezpotje
Čelo,Koča pri Savici - Čelo (čez Komno),lahko brezpotje
Čelo,Planina Blato - Čelo (čez Prode),lahko brezpotje
Čelo,Planina Blato - Čelo (čez Štapce),delno zahtevna označena pot
Čelo,Pod Zjabci - Čelo,lahko brezpotje
Četrt,Pod Luknjo - Četrt,delno zahtevna označena pot
Četrt,Podbrdo - Četrt (čez Črno prst),delno zahtevna označena pot
Četrt,Polje - Četrt,delno zahtevna označena pot
Četrt,Ravne - Četrt (čez Črno prst),delno zahtevna označena pot
Češka koča na Spodnjih Ravneh,Makekova Kočna - Češka koča na Spodnjih Ravneh,delno zahtevna označena pot
Češka koča na Spodnjih Ravneh,Ravenska Kočna - Češka koča na Spodnjih Ravneh (Ferata),izjemno zahtevna označena pot
Češka koča na Spodnjih Ravneh,Ravenska Kočna - Češka koča na Spodnjih Ravneh (mimo žičnice),delno zahtevna označena pot
Češka koča na Spodnjih Ravneh,Ravenska Kočna - Češka koča na Spodnjih Ravneh (umik Žrela),zahtevna označena pot
Češka koča na Spodnjih Ravneh,Ravenska Kočna - Češka koča na Spodnjih Ravneh (čez Štularjevo planino),delno zahtevna označena pot
Čisovec,Dom v Dragi - Čisovec (čez Luknjo),delno zahtevna označena pot
Čisovec,Ljubelj - Čisovec,delno zahtevna neoznačena pot
Čisovec,Podljubelj (Lajb) - Čisovec,lahka neoznačena steza
Čisti vrh,Vas na Skali - Čisti vrh,lahka neoznačena steza
Čofatijev vrh,Koprivna (Kumer) - Čofatijev vrh (čez Šoparjev vrh),lahka neoznačena steza
Čofatijev vrh,Pod Peco / Koprein-Petzen - Čofatijev vrh (čez Šoparjev vrh),lahka neoznačena steza
Čofatijev vrh,Topla (Končnik) - Čofatijev vrh (čez Šoparjev vrh),lahka neoznačena steza
Čopov rovt,Trebež (Jesenice) - Čopov rovt,lahka neoznačena steza
Črepič,Mislinja - Črepič,lahka označena pot
Črepič,Mislinja - Črepič (krožna pot),lahka označena pot
Črna gora,Kosmačev preval - Črna gora,lahka neoznačena steza
Črna prst,Bohinjska Bistrica - Črna prst (mimo Orožnove koče),lahka označena pot
Črna prst,Bohinjska Bistrica - Črna prst (čez planino za Črno goro),lahka označena pot
Črna prst,Bohinjsko sedlo - Črna prst,lahka označena pot
Črna prst,Kal - Črna prst,lahka označena pot
